"interval_start_utc","interval_end_utc","market","location","location_type","lmp","energy","congestion","loss"
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RIODELL_6_N001","Node",128.804,107.0512,0,21.7528
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RIOHONDO_6_N001","Node",105.96998,107.0512,0,-1.08122
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RIPON_1_N001","Node",105.45614,107.0512,0,-1.59506
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RIVRBANK_1_N001","Node",107.0512,107.0512,0,0
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ROADWAY_1_N001","Node",104.02165,107.0512,0,-3.02955
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ROCKLIN_6_N001","Node",104.42845,107.0512,0,-2.62275
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ROSSMOOR_2_N001","Node",106.8478,107.0512,0,-0.2034
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RTRACK_1_N001","Node",107.51152,107.0512,0,0.46032
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SALINAS_1_N001","Node",106.44101,107.0512,0,-0.61019
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANCRLS_6_N001","Node",111.24761,107.0512,0,4.19641
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANJOQN_6_N001","Node",102.84409,107.0512,0,-4.20711
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANMATEO_1_N001A","Node",108.69979,107.0512,0,1.64859
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANMRCOS_6_N001","Node",106.0128,107.0512,0,-1.0384
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANPBLO_1_N001","Node",114.34139,107.0512,0,7.29019
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANRAFL_1_N006","Node",107.75774,107.0512,0,0.70654
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANRAMON_2_N001","Node",108.00396,107.0512,0,0.95276
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANTARO_1_N001","Node",102.96184,107.0512,0,-4.08936
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SANTEE_1_N001","Node",103.51851,107.0512,0,-3.53269
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SARATOGA_2_N001","Node",106.54806,107.0512,0,-0.50314
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SAUSALTO_6_N001","Node",110.83011,107.0512,0,3.77891
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SCLARA_2_B1","Node",107.04049,107.0512,0,-0.01071
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SFIA_1_N001","Node",109.57761,107.0512,0,2.52641
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SHADYGLN_6_N001","Node",98.81896,107.0512,0,-8.23224
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SHAFTER_1_N001","Node",100.95999,107.0512,0,-6.09121
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SILVERDO_1_N002","Node",105.65953,107.0512,0,-1.39167
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SLTSPRG_1_B1","Node",102.59787,107.0512,0,-4.45333
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SNJOSEB_1_N009","Node",111.451,107.0512,0,4.3998
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SNLNDRO_1_N027","Node",111.79357,107.0512,0,4.74237
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SNTARSA_1_N006","Node",107.70421,107.0512,0,0.65301
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SNTAYNZ_1_N001","Node",105.46684,107.0512,0,-1.58436
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SONMALF_7_B1","Node",112.51081,107.0512,0,5.45961
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SPRINGVL_6_N004","Node",106.91203,107.0512,0,-0.13917
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STANDFD2_1_N011","Node",108.17645,107.0512,0.0012,1.12405
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STATIND_1_N001","Node",109.72748,107.0512,0,2.67628
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STATINX_1_N001","Node",109.65254,107.0512,0,2.60134
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STAUFER_7_B1","Node",111.50453,107.0512,0,4.45333
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STELLING_1_N001","Node",107.91831,107.0512,0,0.86711
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STLLWATR_6_N001","Node",101.49524,107.0512,0,-5.55596
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STMARIA_7_N101","Node",104.09659,107.0512,0,-2.95461
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STONCRRL_6_N001","Node",126.86901,107.0512,15.73916,4.07865
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","STOREY2_2_N001","Node",134.73479,107.0512,26.44178,1.24179
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SUISUN_1_N001","Node",104.85665,107.0512,0,-2.19455
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SUMMIT3_6_N101","Node",92.63786,107.0512,-0.0012,1.19786
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","SYLMARDC_2_N501","Node",107.67898,107.0512,14.26115,1.97663
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TAFT1_1_B1","Node",97.81268,107.0512,0,-9.23852
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TAMARISK_1_N001","Node",101.99838,107.0512,0,-5.05282
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TAP78_6_B1","Node",102.10543,107.0512,0,-4.94577
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TAP817_1_B1","Node",102.05191,107.0512,0,-4.99929
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","TESSUB_2_N001","Node",108.69979,107.0512,0,1.64859
